0 -1 2e-26 0.01 1 1 0.0130215
81 61
nH T Edot YT YHI YHeI YHeII Ye E
1000 562.341 -7.95416e-21 0.792263 0.721676 0.0657409 9.54319e-05 0.00205323 5.51293e+10
1000 749.894 -9.9975e-21 0.792462 0.721486 0.0657317 0.000104603 0.00225214 7.35346e+10
1000 1000 -1.22214e-20 0.792682 0.721276 0.0657216 0.000114727 0.00247203 9.80872e+10
1000 1333.52 -1.46138e-20 0.792925 0.721044 0.0657104 0.000125878 0.00271541 1.30842e+11
1000 1778.28 -1.73163e-20 0.793195 0.720786 0.0656982 0.000138122 0.00298514 1.74539e+11
1000 2371.37 -2.06743e-20 0.793494 0.7205 0.0656848 0.000151518 0.00328456 2.3284e+11
1000 3162.28 -2.51814e-20 0.793827 0.720182 0.0656702 0.000166119 0.00361751 3.10627e+11
1000 4216.97 -3.16537e-20 0.794198 0.719827 0.0656543 0.000181965 0.00398849 4.14422e+11
1000 5623.41 -4.14932e-20 0.794612 0.71943 0.0656372 0.000199091 0.00440276 5.52928e+11
1000 7498.94 -6.01289e-20 0.795079 0.718981 0.0656189 0.000217372 0.00486992 7.37775e+11
1000 10000 -1.36214e-19 0.79625 0.717804 0.0656246 0.000211693 0.00604077 9.85288e+11
1000 13334.9 -8.87051e-18 0.860834 0.653031 0.0658141 2.22127e-05 0.0706241 1.42044e+12
1000 17764.6 -1.571e-16 1.32508 0.188833 0.0657635 7.27506e-05 0.534873 2.91281e+12
1000 23713.7 -1.23992e-16 1.50064 0.0180212 0.0610148 0.00482152 0.710434 4.40343e+12
1000 31622.8 -1.04072e-16 1.55715 0.00226487 0.0202618 0.0455741 0.766943 6.09319e+12
1000 42169.7 -1.3394e-16 1.57725 0.000418223 0.00209222 0.0636667 0.787037 8.23025e+12
1000 56234.1 -2.171e-16 1.58259 0.000105417 0.000314568 0.0621921 0.792379 1.10124e+13
1000 74989.4 -3.60533e-16 1.613 3.38435e-05 6.5393e-05 0.0323538 0.822787 1.49674e+13
1000 100000 -4.72571e-16 1.63979 1.31021e-05 8.43038e-06 0.0056945 0.849581 2.02909e+13
1000 133352 -4.70464e-16 1.64453 5.86359e-06 1.16738e-06 0.000975916 0.854322 2.71366e+13
1000 177828 -5.07617e-16 1.64529 2.93706e-06 2.08612e-07 0.000226815 0.855076 3.62039e+13
1000 237137 -5.21717e-16 1.64544 1.60652e-06 4.58772e-08 6.90651e-05 0.855235 4.82833e+13
1000 316228 -3.14195e-16 1.64549 9.41715e-07 1.18364e-08 2.59265e-05 0.855279 6.43885e+13
1000 421697 -2.01865e-16 1.6455 5.83121e-07 3.46174e-09 1.14115e-05 0.855294 8.58643e+13
1000 562341 -1.83908e-16 1.64551 3.77192e-07 1.12005e-09 5.66834e-06 0.8553 1.14502e+14
1000 749894 -1.59633e-16 1.64551 2.52657e-07 3.93927e-10 3.0878e-06 0.855303 1.52691e+14
1000 1e+06 -1.6293e-16 1.64551 1.74029e-07 1.48655e-10 1.80578e-06 0.855304 2.03617e+14
1000 1.33352e+06 -1.44928e-16 1.64551 1.22562e-07 5.95861e-11 1.11579e-06 0.855305 2.71528e+14
1000 1.77828e+06 -1.06094e-16 1.64551 8.78377e-08 2.51599e-11 7.19745e-07 0.855305 3.62089e+14
1000 2.37137e+06 -6.24364e-17 1.64551 6.38083e-08 1.11104e-11 4.8021e-07 0.855305 4.82854e+14
1000 3.16228e+06 -4.05458e-17 1.64552 4.68281e-08 5.09728e-12 3.28983e-07 0.855306 6.43896e+14
1000 4.21697e+06 -3.06989e-17 1.64552 3.46242e-08 2.41465e-12 2.30064e-07 0.855306 8.58649e+14
1000 5.62341e+06 -2.85656e-17 1.64552 2.57359e-08 1.17426e-12 1.63435e-07 0.855306 1.14503e+15
1000 7.49894e+06 -2.99001e-17 1.64552 1.91974e-08 5.83124e-13 1.1746e-07 0.855306 1.52692e+15
1000 1e+07 -3.09479e-17 1.64552 1.43536e-08 2.94299e-13 8.51144e-08 0.855306 2.03618e+15
1000 1.33352e+07 -2.82863e-17 1.64552 1.07486e-08 1.50348e-13 6.20105e-08 0.855306 2.71529e+15
1000 1.77828e+07 -2.37127e-17 1.64552 8.05819e-09 1e-13 4.5321e-08 0.855306 3.62089e+15
1000 2.37137e+07 -2.15826e-17 1.64552 6.04753e-09 1e-13 3.31717e-08 0.855306 4.82854e+15
1000 3.16228e+07 -2.1785e-17 1.64552 4.54382e-09 1e-13 2.4286e-08 0.855306 6.43896e+15
1000 4.21697e+07 -2.32941e-17 1.64552 3.41869e-09 1e-13 1.77729e-08 0.855306 8.58649e+15
1000 5.62341e+07 -2.55723e-17 1.64552 2.57618e-09 1e-13 1.29968e-08 0.855306 1.14503e+16
1000 7.49894e+07 -2.84755e-17 1.64552 1.94446e-09 1e-13 9.49702e-09 0.855306 1.52692e+16
1000 1e+08 -3.18973e-17 1.64552 1.46978e-09 1e-13 6.9357e-09 0.855306 2.03618e+16
1000 1.33352e+08 -3.58794e-17 1.64552 1.11209e-09 1e-13 5.06346e-09 0.855306 2.71529e+16
1000 1.77828e+08 -4.04054e-17 1.64552 8.41696e-10 1e-13 3.69604e-09 0.855306 3.62089e+16
1000 2.37137e+08 -4.55673e-17 1.64552 6.36663e-10 1e-13 2.69758e-09 0.855306 4.82854e+16
1000 3.16228e+08 -5.14665e-17 1.64552 4.80886e-10 1e-13 1.96835e-09 0.855306 6.43896e+16
1333.52 10 2.36108e-22 0.790727 0.72314 0.0658114 2.48922e-05 0.000517913 9.78454e+08
1333.52 13.3352 2.21194e-22 0.790773 0.723097 0.0658094 2.68765e-05 0.000563386 1.30486e+09
1333.52 17.7828 1.98554e-22 0.790823 0.723049 0.0658071 2.91491e-05 0.000613308 1.74017e+09
1333.52 23.7137 1.68579e-22 0.790878 0.722997 0.0658046 3.1691e-05 0.000668104 2.32072e+09
1333.52 31.6228 1.32836e-22 0.790938 0.72294 0.0658018 3.44951e-05 0.000728251 3.09497e+09
1333.52 42.1697 9.18156e-23 0.791004 0.722877 0.0657987 3.75657e-05 0.00079428 4.12755e+09
1333.52 56.2341 3.14005e-23 0.791076 0.722807 0.0657954 4.09176e-05 0.000866785 5.50468e+09
1333.52 74.9894 -1.07952e-22 0.791156 0.722731 0.0657917 4.4576e-05 0.000946429 7.34135e+09
1333.52 100 -4.55717e-22 0.791243 0.722648 0.0657877 4.85758e-05 0.00103395 9.79093e+09
1333.52 133.352 -1.20241e-21 0.79134 0.722556 0.0657833 5.29605e-05 0.00113017 1.3058e+10
1333.52 177.828 -2.53155e-21 0.791445 0.722455 0.0657785 5.77812e-05 0.00123602 1.74154e+10
1333.52 237.137 -4.49829e-21 0.791562 0.722344 0.0657732 6.30954e-05 0.00135252 2.32273e+10
1333.52 316.228 -7.03239e-21 0.79169 0.722221 0.0657673 6.89659e-05 0.00148084 3.09791e+10
1333.52 421.697 -9.97097e-21 0.791832 0.722087 0.0657608 7.54588e-05 0.00162229 4.13187e+10
1333.52 562.341 -1.323e-20 0.791988 0.721938 0.0657536 8.2642e-05 0.00177834 5.51102e+10
1333.52 749.894 -1.66703e-20 0.79216 0.721773 0.0657457 9.05841e-05 0.00195066 7.35066e+10
1333.52 1000 -2.04289e-20 0.792351 0.721592 0.0657369 9.93516e-05 0.00214115 9.80463e+10
1333.52 1333.52 -2.44904e-20 0.792561 0.72139 0.0657273 0.000109008 0.002352 1.30782e+11
1333.52 1778.28 -2.90787e-20 0.792795 0.721167 0.0657167 0.000119611 0.00258569 1.74451e+11
1333.52 2371.37 -3.47392e-20 0.793055 0.720919 0.0657051 0.000131213 0.00284512 2.32711e+11
1333.52 3162.28 -4.2234e-20 0.793343 0.720644 0.0656924 0.000143857 0.00313362 3.10438e+11
1333.52 4216.97 -5.27624e-20 0.793665 0.720336 0.0656787 0.00015758 0.00345508 4.14143e+11
1333.52 5623.41 -6.85596e-20 0.794024 0.719992 0.0656639 0.00017241 0.00381409 5.52519e+11
1333.52 7498.94 -9.7948e-20 0.794429 0.719602 0.0656481 0.00018822 0.00421942 7.37172e+11
1333.52 10000 -2.17942e-19 0.795537 0.718486 0.0656562 0.000180094 0.00532731 9.84405e+11
1333.52 13334.9 -1.57359e-17 0.860729 0.65313 0.0658195 1.67526e-05 0.0705197 1.42026e+12
1333.52 17764.6 -2.79009e-16 1.32508 0.188835 0.0657644 7.18777e-05 0.534871 2.9128e+12
1333.52 23713.7 -2.19914e-16 1.50064 0.0180213 0.0610155 0.00482084 0.710433 4.40343e+12
1333.52 31622.8 -1.84029e-16 1.55715 0.00226487 0.0202619 0.045574 0.766943 6.09319e+12
1333.52 42169.7 -2.3699e-16 1.57725 0.000418223 0.00209222 0.0636667 0.787037 8.23025e+12
1333.52 56234.1 -3.85314e-16 1.58259 0.000105417 0.000314568 0.0621921 0.792379 1.10124e+13
1333.52 74989.4 -6.40813e-16 1.613 3.38435e-05 6.5393e-05 0.0323538 0.822787 1.49674e+13
1333.52 100000 -8.40363e-16 1.63979 1.31021e-05 8.43038e-06 0.0056945 0.849581 2.02909e+13
1333.52 133352 -8.36676e-16 1.64453 5.86359e-06 1.16738e-06 0.000975916 0.854322 2.71366e+13
1333.52 177828 -9.02708e-16 1.64529 2.93706e-06 2.08612e-07 0.000226815 0.855076 3.62039e+13
1333.52 237137 -9.27759e-16 1.64544 1.60652e-06 4.58772e-08 6.90651e-05 0.855235 4.82833e+13
1333.52 316228 -5.58713e-16 1.64549 9.41715e-07 1.18364e-08 2.59265e-05 0.855279 6.43885e+13
1333.52 421697 -3.58947e-16 1.6455 5.83121e-07 3.46174e-09 1.14115e-05 0.855294 8.58643e+13
1333.52 562341 -3.27032e-16 1.64551 3.77192e-07 1.12005e-09 5.66834e-06 0.8553 1.14502e+14
1333.52 749894 -2.83872e-16 1.64551 2.52657e-07 3.93927e-10 3.0878e-06 0.855303 1.52691e+14
1333.52 1e+06 -2.89735e-16 1.64551 1.74029e-07 1.48655e-10 1.80578e-06 0.855304 2.03617e+14
1333.52 1.33352e+06 -2.57723e-16 1.64551 1.22562e-07 5.95861e-11 1.11579e-06 0.855305 2.71528e+14
1333.52 1.77828e+06 -1.88664e-16 1.64551 8.78377e-08 2.51599e-11 7.19745e-07 0.855305 3.62089e+14
1333.52 2.37137e+06 -1.11029e-16 1.64551 6.38083e-08 1.11104e-11 4.8021e-07 0.855305 4.82854e+14
1333.52 3.16228e+06 -7.21018e-17 1.64552 4.68281e-08 5.09728e-12 3.28983e-07 0.855306 6.43896e+14
1333.52 4.21697e+06 -5.45913e-17 1.64552 3.46242e-08 2.41465e-12 2.30064e-07 0.855306 8.58649e+14
1333.52 5.62341e+06 -5.07976e-17 1.64552 2.57359e-08 1.17426e-12 1.63435e-07 0.855306 1.14503e+15
1333.52 7.49894e+06 -5.31707e-17 1.64552 1.91974e-08 5.83124e-13 1.1746e-07 0.855306 1.52692e+15
1333.52 1e+07 -5.50339e-17 1.64552 1.43536e-08 2.94299e-13 8.51144e-08 0.855306 2.03618e+15
1333.52 1.33352e+07 -5.0301e-17 1.64552 1.07486e-08 1.50348e-13 6.20105e-08 0.855306 2.71529e+15
1333.52 1.77828e+07 -4.21677e-17 1.64552 8.05819e-09 1e-13 4.5321e-08 0.855306 3.62089e+15
1333.52 2.37137e+07 -3.83799e-17 1.64552 6.04753e-09 1e-13 3.31717e-08 0.855306 4.82854e+15
1333.52 3.16228e+07 -3.87398e-17 1.64552 4.54382e-09 1e-13 2.4286e-08 0.855306 6.43896e+15
1333.52 4.21697e+07 -4.14234e-17 1.64552 3.41869e-09 1e-13 1.77729e-08 0.855306 8.58649e+15
1333.52 5.62341e+07 -4.54746e-17 1.64552 2.57618e-09 1e-13 1.29968e-08 0.855306 1.14503e+16
1333.52 7.49894e+07 -5.06374e-17 1.64552 1.94446e-09 1e-13 9.49702e-09 0.855306 1.52692e+16
1333.52 1e+08 -5.67222e-17 1.64552 1.46978e-09 1e-13 6.9357e-09 0.855306 2.03618e+16
1333.52 1.33352e+08 -6.38037e-17 1.64552 1.11209e-09 1e-13 5.06346e-09 0.855306 2.71529e+16
1333.52 1.77828e+08 -7.18522e-17 1.64552 8.41696e-10 1e-13 3.69604e-09 0.855306 3.62089e+16
1333.52 2.37137e+08 -8.10313e-17 1.64552 6.36663e-10 1e-13 2.69758e-09 0.855306 4.82854e+16
1333.52 3.16228e+08 -9.15219e-17 1.64552 4.80886e-10 1e-13 1.96835e-09 0.855306 6.43896e+16
1778.28 10 3.13282e-22 0.790658 0.723206 0.0658147 2.15559e-05 0.000448514 9.78368e+08
1778.28 13.3352 2.92099e-22 0.790697 0.723169 0.065813 2.32742e-05 0.000487896 1.30474e+09
1778.28 17.7828 2.59696e-22 0.790741 0.723127 0.065811 2.52422e-05 0.000531131 1.73999e+09
1778.28 23.7137 2.16195e-22 0.790788 0.723082 0.0658088 2.74434e-05 0.000578588 2.32046e+09
1778.28 31.6228 1.62951e-22 0.79084 0.723033 0.0658064 2.98718e-05 0.000630679 3.09458e+09
1778.28 42.1697 9.92987e-23 0.790897 0.722978 0.0658038 3.25308e-05 0.000687865 4.12699e+09
1778.28 56.2341 1.61779e-24 0.79096 0.722918 0.0658009 3.54335e-05 0.000750661 5.50387e+09
1778.28 74.9894 -2.26727e-22 0.791029 0.722852 0.0657977 3.86016e-05 0.000819641 7.34017e+09
1778.28 100 -7.97554e-22 0.791105 0.72278 0.0657942 4.20653e-05 0.000895443 9.78921e+09
1778.28 133.352 -2.01901e-21 0.791188 0.7227 0.0657904 4.58623e-05 0.000978783 1.30555e+10
1778.28 177.828 -4.20479e-21 0.79128 0.722613 0.0657863 5.0037e-05 0.00107046 1.74118e+10
1778.28 237.137 -7.46033e-21 0.791381 0.722517 0.0657816 5.4639e-05 0.00117137 2.3222e+10
1778.28 316.228 -1.16759e-20 0.791492 0.722411 0.0657766 5.97228e-05 0.00128252 3.09714e+10
1778.28 421.697 -1.65947e-20 0.791615 0.722294 0.0657709 6.53455e-05 0.00140504 4.13074e+10
1778.28 562.341 -2.20755e-20 0.79175 0.722165 0.0657647 7.15661e-05 0.00154021 5.50936e+10
1778.28 749.894 -2.78827e-20 0.791899 0.722022 0.0657578 7.84439e-05 0.00168948 7.34824e+10
1778.28 1000 -3.4243e-20 0.792064 0.721865 0.0657502 8.60365e-05 0.0018545 9.80108e+10
1778.28 1333.52 -4.11494e-20 0.792247 0.721691 0.0657419 9.43987e-05 0.00203716 1.3073e+11
1778.28 1778.28 -4.89598e-20 0.792449 0.721497 0.0657327 0.000103581 0.00223962 1.74375e+11
1778.28 2371.37 -5.85301e-20 0.792674 0.721283 0.0657227 0.000113628 0.00246438 2.32599e+11
1778.28 3162.28 -7.09957e-20 0.792924 0.721044 0.0657117 0.000124578 0.00271434 3.10274e+11
1778.28 4216.97 -8.81694e-20 0.793202 0.720777 0.0656998 0.000136461 0.00299287 4.13902e+11
1778.28 5623.41 -1.13514e-19 0.793513 0.720479 0.065687 0.000149304 0.00330396 5.52164e+11
1778.28 7498.94 -1.59846e-19 0.793865 0.720141 0.0656733 0.000162974 0.00365566 7.36649e+11
1778.28 10000 -3.49194e-19 0.79492 0.719076 0.0656835 0.000152799 0.00471051 9.83642e+11
1778.28 13334.9 -2.79204e-17 0.860651 0.653205 0.0658236 1.2647e-05 0.0704412 1.42014e+12
1778.28 17764.6 -4.95416e-16 1.32508 0.188836 0.0657651 7.1223e-05 0.534869 2.9128e+12
1778.28 23713.7 -3.8963e-16 1.50064 0.0180213 0.061016 0.00482032 0.710432 4.40343e+12
1778.28 31622.8 -3.25351e-16 1.55715 0.00226487 0.0202619 0.0455739 0.766943 6.09319e+12
1778.28 42169.7 -4.19067e-16 1.57725 0.000418223 0.00209222 0.0636667 0.787037 8.23025e+12
1778.28 56234.1 -6.8371e-16 1.58259 0.000105417 0.000314568 0.0621921 0.792379 1.10124e+13
1778.28 74989.4 -1.13898e-15 1.613 3.38435e-05 6.5393e-05 0.0323538 0.822787 1.49674e+13
1778.28 100000 -1.4944e-15 1.63979 1.31021e-05 8.43038e-06 0.0056945 0.849581 2.02909e+13
1778.28 133352 -1.48802e-15 1.64453 5.86359e-06 1.16738e-06 0.000975916 0.854322 2.71366e+13
1778.28 177828 -1.60547e-15 1.64529 2.93706e-06 2.08612e-07 0.000226815 0.855076 3.62039e+13
1778.28 237137 -1.64981e-15 1.64544 1.60652e-06 4.58772e-08 6.90651e-05 0.855235 4.82833e+13
1778.28 316228 -9.93476e-16 1.64549 9.41715e-07 1.18364e-08 2.59265e-05 0.855279 6.43885e+13
1778.28 421697 -6.38246e-16 1.6455 5.83121e-07 3.46174e-09 1.14115e-05 0.855294 8.58643e+13
1778.28 562341 -5.81512e-16 1.64551 3.77192e-07 1.12005e-09 5.66834e-06 0.8553 1.14502e+14
1778.28 749894 -5.04803e-16 1.64551 2.52657e-07 3.93927e-10 3.0878e-06 0.855303 1.52691e+14
1778.28 1e+06 -5.1523e-16 1.64551 1.74029e-07 1.48655e-10 1.80578e-06 0.855304 2.03617e+14
1778.28 1.33352e+06 -4.58304e-16 1.64551 1.22562e-07 5.95861e-11 1.11579e-06 0.855305 2.71528e+14
1778.28 1.77828e+06 -3.35498e-16 1.64551 8.78377e-08 2.51599e-11 7.19745e-07 0.855305 3.62089e+14
1778.28 2.37137e+06 -1.97441e-16 1.64551 6.38083e-08 1.11104e-11 4.8021e-07 0.855305 4.82854e+14
1778.28 3.16228e+06 -1.28217e-16 1.64552 4.68281e-08 5.09728e-12 3.28983e-07 0.855306 6.43896e+14
1778.28 4.21697e+06 -9.70785e-17 1.64552 3.46242e-08 2.41465e-12 2.30064e-07 0.855306 8.58649e+14
1778.28 5.62341e+06 -9.03323e-17 1.64552 2.57359e-08 1.17426e-12 1.63435e-07 0.855306 1.14503e+15
1778.28 7.49894e+06 -9.45523e-17 1.64552 1.91974e-08 5.83124e-13 1.1746e-07 0.855306 1.52692e+15
1778.28 1e+07 -9.78657e-17 1.64552 1.43536e-08 2.94299e-13 8.51144e-08 0.855306 2.03618e+15
1778.28 1.33352e+07 -8.94492e-17 1.64552 1.07486e-08 1.50348e-13 6.20105e-08 0.855306 2.71529e+15
1778.28 1.77828e+07 -7.4986e-17 1.64552 8.05819e-09 1e-13 4.5321e-08 0.855306 3.62089e+15
1778.28 2.37137e+07 -6.82501e-17 1.64552 6.04753e-09 1e-13 3.31717e-08 0.855306 4.82854e+15
1778.28 3.16228e+07 -6.88903e-17 1.64552 4.54382e-09 1e-13 2.4286e-08 0.855306 6.43896e+15
1778.28 4.21697e+07 -7.36623e-17 1.64552 3.41869e-09 1e-13 1.77729e-08 0.855306 8.58649e+15
1778.28 5.62341e+07 -8.08666e-17 1.64552 2.57618e-09 1e-13 1.29968e-08 0.855306 1.14503e+16
1778.28 7.49894e+07 -9.00475e-17 1.64552 1.94446e-09 1e-13 9.49702e-09 0.855306 1.52692e+16
1778.28 1e+08 -1.00868e-16 1.64552 1.46978e-09 1e-13 6.9357e-09 0.855306 2.03618e+16
1778.28 1.33352e+08 -1.13461e-16 1.64552 1.11209e-09 1e-13 5.06346e-09 0.855306 2.71529e+16
1778.28 1.77828e+08 -1.27773e-16 1.64552 8.41696e-10 1e-13 3.69604e-09 0.855306 3.62089e+16
1778.28 2.37137e+08 -1.44096e-16 1.64552 6.36663e-10 1e-13 2.69758e-09 0.855306 4.82854e+16
1778.28 3.16228e+08 -1.62751e-16 1.64552 4.80886e-10 1e-13 1.96835e-09 0.855306 6.43896e+16
2371.37 10 4.15949e-22 0.790598 0.723264 0.0658176 1.86668e-05 0.000388413 9.78294e+08
2371.37 13.3352 3.86172e-22 0.790632 0.723231 0.0658161 2.01548e-05 0.000422518 1.30463e+09
2371.37 17.7828 3.40113e-22 0.790669 0.723195 0.0658144 2.1859e-05 0.000459962 1.73984e+09
2371.37 23.7137 2.76757e-22 0.790711 0.723156 0.0658125 2.37652e-05 0.000501061 2.32023e+09
2371.37 31.6228 1.95929e-22 0.790756 0.723113 0.0658104 2.58681e-05 0.000546175 3.09425e+09
2371.37 42.1697 9.3428e-23 0.790805 0.723066 0.0658081 2.81707e-05 0.000595702 4.12651e+09
2371.37 56.2341 -6.95589e-23 0.79086 0.723014 0.0658056 3.06843e-05 0.000650088 5.50317e+09
2371.37 74.9894 -4.49315e-22 0.790919 0.722957 0.0658029 3.34279e-05 0.00070983 7.33915e+09
2371.37 100 -1.39377e-21 0.790985 0.722894 0.0657999 3.64274e-05 0.000775482 9.78773e+09
2371.37 133.352 -3.39426e-21 0.791057 0.722825 0.0657966 3.97155e-05 0.000847663 1.30533e+10
2371.37 177.828 -6.99182e-21 0.791137 0.72275 0.065793 4.33306e-05 0.000927067 1.74086e+10
2371.37 237.137 -1.23916e-20 0.791224 0.722666 0.065789 4.73159e-05 0.00101447 2.32174e+10
2371.37 316.228 -1.94296e-20 0.79132 0.722574 0.0657846 5.17184e-05 0.00111074 3.09646e+10
2371.37 421.697 -2.76911e-20 0.791426 0.722473 0.0657797 5.65875e-05 0.00121686 4.12975e+10
2371.37 562.341 -3.6931e-20 0.791543 0.722361 0.0657743 6.19745e-05 0.00133395 5.50793e+10
2371.37 749.894 -4.67358e-20 0.791673 0.722238 0.0657684 6.79305e-05 0.00146325 7.34614e+10
2371.37 1000 -5.74828e-20 0.791816 0.722102 0.0657618 7.45056e-05 0.00160619 9.79801e+10
2371.37 1333.52 -6.92312e-20 0.791974 0.721951 0.0657545 8.17473e-05 0.00176442 1.30685e+11
2371.37 1778.28 -8.25535e-20 0.792149 0.721783 0.0657466 8.96991e-05 0.00193981 1.74309e+11
2371.37 2371.37 -9.87709e-20 0.792344 0.721597 0.0657379 9.83996e-05 0.00213452 2.32502e+11
2371.37 3162.28 -1.19559e-19 0.792561 0.72139 0.0657284 0.000107882 0.00235107 3.10132e+11
2371.37 4216.97 -1.47544e-19 0.792802 0.721159 0.0657181 0.000118173 0.00259239 4.13693e+11
2371.37 5623.41 -1.88177e-19 0.793071 0.720901 0.065707 0.000129294 0.00286193 5.51856e+11
2371.37 7498.94 -2.61107e-19 0.793377 0.720607 0.0656952 0.000141112 0.00316714 7.36195e+11
2371.37 10000 -5.60667e-19 0.794387 0.719585 0.065707 0.000129241 0.00417777 9.82983e+11
2371.37 13334.9 -4.9545e-17 0.860592 0.653261 0.0658267 9.5618e-06 0.0703822 1.42004e+12
2371.37 17764.6 -8.79463e-16 1.32508 0.188837 0.0657656 7.07321e-05 0.534868 2.91279e+12
2371.37 23713.7 -6.90012e-16 1.50064 0.0180213 0.0610163 0.00481994 0.710432 4.40342e+12
2371.37 31622.8 -5.74581e-16 1.55715 0.00226487 0.020262 0.0455739 0.766943 6.09319e+12
2371.37 42169.7 -7.40581e-16 1.57725 0.000418223 0.00209222 0.0636667 0.787037 8.23025e+12
2371.37 56234.1 -1.21295e-15 1.58259 0.000105417 0.000314568 0.0621921 0.792379 1.10124e+13
2371.37 74989.4 -2.0243e-15 1.613 3.38435e-05 6.53931e-05 0.0323538 0.822787 1.49674e+13
2371.37 100000 -2.65746e-15 1.63979 1.31021e-05 8.43038e-06 0.0056945 0.849581 2.02909e+13
2371.37 133352 -2.64643e-15 1.64453 5.86359e-06 1.16738e-06 0.000975916 0.854322 2.71366e+13
2371.37 177828 -2.85531e-15 1.64529 2.93706e-06 2.08612e-07 0.000226815 0.855076 3.62039e+13
2371.37 237137 -2.93394e-15 1.64544 1.60652e-06 4.58772e-08 6.90651e-05 0.855235 4.82833e+13
2371.37 316228 -1.76655e-15 1.64549 9.41715e-07 1.18364e-08 2.59265e-05 0.855279 6.43885e+13
2371.37 421697 -1.13491e-15 1.6455 5.83121e-07 3.46174e-09 1.14115e-05 0.855294 8.58643e+13
2371.37 562341 -1.03402e-15 1.64551 3.77192e-07 1.12005e-09 5.66834e-06 0.8553 1.14502e+14
2371.37 749894 -8.97616e-16 1.64551 2.52657e-07 3.93927e-10 3.0878e-06 0.855303 1.52691e+14
2371.37 1e+06 -9.16223e-16 1.64551 1.74029e-07 1.48655e-10 1.80578e-06 0.855304 2.03617e+14
2371.37 1.33352e+06 -8.14992e-16 1.64551 1.22562e-07 5.95861e-11 1.11579e-06 0.855305 2.71528e+14
2371.37 1.77828e+06 -5.96609e-16 1.64551 8.78377e-08 2.51599e-11 7.19745e-07 0.855305 3.62089e+14
2371.37 2.37137e+06 -3.51106e-16 1.64551 6.38083e-08 1.11104e-11 4.8021e-07 0.855305 4.82854e+14
2371.37 3.16228e+06 -2.28006e-16 1.64552 4.68281e-08 5.09728e-12 3.28983e-07 0.855306 6.43896e+14
2371.37 4.21697e+06 -1.72633e-16 1.64552 3.46242e-08 2.41465e-12 2.30064e-07 0.855306 8.58649e+14
2371.37 5.62341e+06 -1.60636e-16 1.64552 2.57359e-08 1.17426e-12 1.63435e-07 0.855306 1.14503e+15
2371.37 7.49894e+06 -1.6814e-16 1.64552 1.91974e-08 5.83124e-13 1.1746e-07 0.855306 1.52692e+15
2371.37 1e+07 -1.74033e-16 1.64552 1.43536e-08 2.94299e-13 8.51144e-08 0.855306 2.03618e+15
2371.37 1.33352e+07 -1.59066e-16 1.64552 1.07486e-08 1.50348e-13 6.20105e-08 0.855306 2.71529e+15
2371.37 1.77828e+07 -1.33346e-16 1.64552 8.05819e-09 1e-13 4.5321e-08 0.855306 3.62089e+15
2371.37 2.37137e+07 -1.21368e-16 1.64552 6.04753e-09 1e-13 3.31717e-08 0.855306 4.82854e+15
2371.37 3.16228e+07 -1.22506e-16 1.64552 4.54382e-09 1e-13 2.4286e-08 0.855306 6.43896e+15
2371.37 4.21697e+07 -1.30992e-16 1.64552 3.41869e-09 1e-13 1.77729e-08 0.855306 8.58649e+15
2371.37 5.62341e+07 -1.43803e-16 1.64552 2.57618e-09 1e-13 1.29968e-08 0.855306 1.14503e+16
2371.37 7.49894e+07 -1.6013e-16 1.64552 1.94446e-09 1e-13 9.49702e-09 0.855306 1.52692e+16
2371.37 1e+08 -1.79371e-16 1.64552 1.46978e-09 1e-13 6.9357e-09 0.855306 2.03618e+16
2371.37 1.33352e+08 -2.01765e-16 1.64552 1.11209e-09 1e-13 5.06346e-09 0.855306 2.71529e+16
2371.37 1.77828e+08 -2.27216e-16 1.64552 8.41696e-10 1e-13 3.69604e-09 0.855306 3.62089e+16
2371.37 2.37137e+08 -2.56244e-16 1.64552 6.36663e-10 1e-13 2.69758e-09 0.855306 4.82854e+16
2371.37 3.16228e+08 -2.89418e-16 1.64552 4.80886e-10 1e-13 1.96835e-09 0.855306 6.43896e+16
3162.28 10 5.52604e-22 0.790546 0.723313 0.0658201 1.61648e-05 0.000336363 9.78229e+08
3162.28 13.3352 5.11103e-22 0.790575 0.723285 0.0658188 1.74534e-05 0.000365899 1.30454e+09
3162.28 17.7828 4.45907e-22 0.790608 0.723254 0.0658174 1.89292e-05 0.000398326 1.7397e+09
3162.28 23.7137 3.52999e-22 0.790643 0.72322 0.0658157 2.05799e-05 0.00043392 2.32003e+09
3162.28 31.6228 2.27464e-22 0.790682 0.723183 0.0658139 2.24009e-05 0.00047299 3.09397e+09
3162.28 42.1697 5.73406e-23 0.790725 0.723142 0.0658119 2.4395e-05 0.000515883 4.1261e+09
3162.28 56.2341 -2.24939e-22 0.790772 0.723097 0.0658097 2.65717e-05 0.000562985 5.50256e+09
3162.28 74.9894 -8.69577e-22 0.790824 0.723048 0.0658073 2.89475e-05 0.000614725 7.33827e+09
3162.28 100 -2.44385e-21 0.790881 0.722993 0.0658047 3.1545e-05 0.000671584 9.78644e+09
3162.28 133.352 -5.72273e-21 0.790944 0.722934 0.0658019 3.43925e-05 0.0007341 1.30515e+10
3162.28 177.828 -1.16335e-20 0.791012 0.722868 0.0657988 3.75231e-05 0.000802871 1.74059e+10
