0 -1 2e-26 0.01 1 1 0.0130215
81 61
nH T Edot YT YHI YHeI YHeII Ye E
0.00177828 1e+07 -8.77379e-29 1.64552 1.43468e-08 2.94201e-13 8.51088e-08 0.855306 2.03618e+15
0.00177828 1.33352e+07 -8.41143e-29 1.64552 1.0743e-08 1.50295e-13 6.20063e-08 0.855306 2.71529e+15
0.00177828 1.77828e+07 -7.4411e-29 1.64552 8.05353e-09 1e-13 4.53178e-08 0.855306 3.62089e+15
0.00177828 2.37137e+07 -6.83384e-29 1.64552 6.04364e-09 1e-13 3.31692e-08 0.855306 4.82854e+15
0.00177828 3.16228e+07 -6.91119e-29 1.64552 4.54056e-09 1e-13 2.42841e-08 0.855306 6.43896e+15
0.00177828 4.21697e+07 -7.39844e-29 1.64552 3.41593e-09 1e-13 1.77714e-08 0.855306 8.58649e+15
0.00177828 5.62341e+07 -8.13569e-29 1.64552 2.57384e-09 1e-13 1.29956e-08 0.855306 1.14503e+16
0.00177828 7.49894e+07 -9.08136e-29 1.64552 1.94245e-09 1e-13 9.49609e-09 0.855306 1.52692e+16
0.00177828 1e+08 -1.01992e-28 1.64552 1.46805e-09 1e-13 6.93496e-09 0.855306 2.03618e+16
0.00177828 1.33352e+08 -1.15038e-28 1.64552 1.11059e-09 1e-13 5.06288e-09 0.855306 2.71529e+16
0.00177828 1.77828e+08 -1.29916e-28 1.64552 8.40396e-10 1e-13 3.69558e-09 0.855306 3.62089e+16
0.00177828 2.37137e+08 -1.46972e-28 1.64552 6.35533e-10 1e-13 2.6972e-09 0.855306 4.82854e+16
0.00177828 3.16228e+08 -1.66594e-28 1.64552 4.79906e-10 1e-13 1.96805e-09 0.855306 6.43896e+16
0.00237137 10 2.49795e-28 1.09392 0.437558 0.0482665 0.0175069 0.303708 1.35362e+09
0.00237137 13.3352 2.39878e-28 1.11369 0.419091 0.0469732 0.0187885 0.32348 1.83771e+09
0.00237137 17.7828 2.29402e-28 1.13436 0.399875 0.0455346 0.0202128 0.344148 2.49611e+09
0.00237137 23.7137 2.18596e-28 1.15585 0.379966 0.043971 0.0217589 0.365639 3.39168e+09
0.00237137 31.6228 2.07237e-28 1.17807 0.359439 0.042297 0.0234118 0.387861 4.60983e+09
0.00237137 42.1697 1.95434e-28 1.20092 0.338393 0.0405229 0.0251603 0.410706 6.26652e+09
0.00237137 56.2341 1.83236e-28 1.22426 0.316951 0.0386558 0.0269963 0.434047 8.51895e+09
0.00237137 74.9894 1.70692e-28 1.24794 0.295254 0.0367017 0.0289127 0.457735 1.158e+10
0.00237137 100 1.5782e-28 1.27182 0.273463 0.0346664 0.0309022 0.481608 1.57376e+10
0.00237137 133.352 1.44647e-28 1.29569 0.25175 0.0325576 0.0329552 0.505485 2.13804e+10
0.00237137 177.828 1.31226e-28 1.31938 0.2303 0.0303859 0.035059 0.529175 2.90325e+10
0.00237137 237.137 1.17801e-28 1.34269 0.209299 0.0281659 0.0371964 0.552479 3.93993e+10
0.00237137 316.228 1.04611e-28 1.36541 0.188929 0.0259165 0.0393452 0.575199 5.34289e+10
0.00237137 421.697 9.19504e-29 1.38735 0.169363 0.0236609 0.0414786 0.597143 7.23936e+10
0.00237137 562.341 7.9945e-29 1.40834 0.150758 0.0214255 0.0435657 0.618131 9.79989e+10
0.00237137 749.894 6.87455e-29 1.42822 0.133246 0.0192384 0.0455729 0.63801 1.32528e+11
0.00237137 1000 5.8406e-29 1.44686 0.116934 0.0171279 0.0474659 0.656651 1.79036e+11
0.00237137 1333.52 4.84647e-29 1.46417 0.101894 0.0151199 0.0492113 0.673961 2.41605e+11
0.00237137 1778.28 3.98632e-29 1.48009 0.0881697 0.0132367 0.0507782 0.689885 3.25689e+11
0.00237137 2371.37 3.21118e-29 1.49462 0.0757703 0.0114951 0.0521396 0.704406 4.38574e+11
0.00237137 3162.28 2.49641e-29 1.50775 0.0646764 0.00990587 0.0532727 0.717545 5.8999e+11
0.00237137 4216.97 1.78947e-29 1.51957 0.0548431 0.00847374 0.0541588 0.729357 7.92927e+11
0.00237137 5623.41 9.93679e-30 1.53013 0.0462047 0.00719785 0.0547827 0.739923 1.06474e+12
0.00237137 7498.94 -1.42759e-30 1.53956 0.0386802 0.00607271 0.0551309 0.749349 1.4286e+12
0.00237137 10000 -2.22852e-29 1.54797 0.0321762 0.00508942 0.0551911 0.75776 1.91547e+12
0.00237137 13335.2 -7.07471e-29 1.55559 0.0265019 0.00423732 0.0549509 0.765378 2.5669e+12
0.00237137 17782.8 -2.27276e-28 1.56393 0.0201572 0.00351026 0.0544039 0.773724 3.44137e+12
0.00237137 23713.7 -4.81335e-28 1.57701 0.0091283 0.00289677 0.0535798 0.786804 4.62753e+12
0.00237137 31622.8 -5.67188e-28 1.58664 0.00196789 0.00216851 0.0525679 0.796433 6.20859e+12
0.00237137 42169.7 -7.56905e-28 1.59171 0.000404186 0.000914082 0.0515767 0.801497 8.30571e+12
0.00237137 56234.1 -1.21716e-27 1.59704 0.000104273 0.000214618 0.0479443 0.806828 1.11129e+13
0.00237137 74989.4 -1.9799e-27 1.61811 3.36967e-05 5.35255e-05 0.0272644 0.827901 1.50149e+13
0.00237137 100000 -2.61879e-27 1.64001 1.30746e-05 8.03371e-06 0.00547668 0.8498 2.02936e+13
0.00237137 133352 -2.6261e-27 1.64454 5.85654e-06 1.15324e-06 0.000967724 0.85433 2.71368e+13
0.00237137 177828 -2.84333e-27 1.64529 2.93477e-06 2.07715e-07 0.000226257 0.855076 3.62039e+13
0.00237137 237137 -2.92504e-27 1.64544 1.60562e-06 4.57856e-08 6.89997e-05 0.855235 4.82833e+13
0.00237137 316228 -1.76143e-27 1.64549 9.41308e-07 1.18231e-08 2.59148e-05 0.855279 6.43885e+13
0.00237137 421697 -1.13434e-27 1.6455 5.82913e-07 3.45925e-09 1.14086e-05 0.855294 8.58643e+13
0.00237137 562341 -1.03331e-27 1.64551 3.77076e-07 1.11947e-09 5.66741e-06 0.8553 1.14502e+14
0.00237137 749894 -8.97247e-28 1.64551 2.52586e-07 3.93771e-10 3.08744e-06 0.855303 1.52691e+14
0.00237137 1e+06 -9.1577e-28 1.64551 1.73983e-07 1.48607e-10 1.80562e-06 0.855304 2.03617e+14
0.00237137 1.33352e+06 -8.14613e-28 1.64551 1.22531e-07 5.95694e-11 1.11571e-06 0.855305 2.71528e+14
0.00237137 1.77828e+06 -5.96382e-28 1.64551 8.78153e-08 2.51535e-11 7.197e-07 0.855305 3.62089e+14
0.00237137 2.37137e+06 -3.50174e-28 1.64551 6.37917e-08 1.11078e-11 4.80183e-07 0.855305 4.82854e+14
0.00237137 3.16228e+06 -2.24136e-28 1.64552 4.68154e-08 5.09611e-12 3.28966e-07 0.855306 6.43896e+14
0.00237137 4.21697e+06 -1.6198e-28 1.64552 3.46143e-08 2.4141e-12 2.30053e-07 0.855306 8.58649e+14
0.00237137 5.62341e+06 -1.43686e-28 1.64552 2.5728e-08 1.17399e-12 1.63427e-07 0.855306 1.14503e+15
0.00237137 7.49894e+06 -1.53845e-28 1.64552 1.91911e-08 5.82985e-13 1.17454e-07 0.855306 1.52692e+15
0.00237137 1e+07 -1.69822e-28 1.64552 1.43485e-08 2.94225e-13 8.51102e-08 0.855306 2.03618e+15
0.00237137 1.33352e+07 -1.57434e-28 1.64552 1.07444e-08 1.50308e-13 6.20073e-08 0.855306 2.71529e+15
0.00237137 1.77828e+07 -1.33596e-28 1.64552 8.0547e-09 1e-13 4.53186e-08 0.855306 3.62089e+15
0.00237137 2.37137e+07 -1.21616e-28 1.64552 6.04461e-09 1e-13 3.31698e-08 0.855306 4.82854e+15
0.00237137 3.16228e+07 -1.22759e-28 1.64552 4.54137e-09 1e-13 2.42846e-08 0.855306 6.43896e+15
0.00237137 4.21697e+07 -1.31345e-28 1.64552 3.41662e-09 1e-13 1.77717e-08 0.855306 8.58649e+15
0.00237137 5.62341e+07 -1.44382e-28 1.64552 2.57442e-09 1e-13 1.29959e-08 0.855306 1.14503e+16
0.00237137 7.49894e+07 -1.61089e-28 1.64552 1.94295e-09 1e-13 9.49632e-09 0.855306 1.52692e+16
0.00237137 1e+08 -1.80834e-28 1.64552 1.46848e-09 1e-13 6.93515e-09 0.855306 2.03618e+16
0.00237137 1.33352e+08 -2.03848e-28 1.64552 1.11097e-09 1e-13 5.06302e-09 0.855306 2.71529e+16
0.00237137 1.77828e+08 -2.30066e-28 1.64552 8.40721e-10 1e-13 3.69569e-09 0.855306 3.62089e+16
0.00237137 2.37137e+08 -2.60076e-28 1.64552 6.35815e-10 1e-13 2.6973e-09 0.855306 4.82854e+16
0.00237137 3.16228e+08 -2.9454e-28 1.64552 4.80151e-10 1e-13 1.96812e-09 0.855306 6.43896e+16
0.00316228 10 3.57825e-28 1.06186 0.46742 0.0504487 0.0153414 0.271647 1.31395e+09
0.00316228 13.3352 3.45351e-28 1.08031 0.450126 0.0492947 0.0164869 0.290103 1.78264e+09
0.00316228 17.7828 3.32181e-28 1.09974 0.432004 0.0480042 0.0177669 0.309527 2.41993e+09
0.00316228 23.7137 3.18282e-28 1.12008 0.413081 0.0465937 0.0191648 0.329873 3.28673e+09
0.00316228 31.6228 3.03632e-28 1.14129 0.393405 0.0450741 0.0206689 0.351084 4.46592e+09
0.00316228 42.1697 2.88237e-28 1.16329 0.373045 0.0434525 0.0222719 0.373083 6.0702e+09
0.00316228 56.2341 2.72131e-28 1.18599 0.352093 0.0417327 0.0239691 0.395778 8.25266e+09
0.00316228 74.9894 2.55363e-28 1.20926 0.330662 0.0399168 0.0257576 0.419053 1.12211e+10
0.00316228 100 2.3791e-28 1.23298 0.308884 0.0380066 0.0276344 0.442774 1.52571e+10
0.00316228 133.352 2.19748e-28 1.257 0.286913 0.036005 0.0295954 0.466788 2.07419e+10
0.00316228 177.828 2.0094e-28 1.28113 0.264917 0.0339177 0.0316331 0.49092 2.81908e+10
0.00316228 237.137 1.81821e-28 1.30519 0.243077 0.0317541 0.0337363 0.514985 3.82991e+10
0.00316228 316.228 1.62752e-28 1.32899 0.221579 0.0295281 0.0358886 0.538782 5.20039e+10
0.00316228 421.697 1.44201e-28 1.35232 0.200612 0.0272589 0.038068 0.562108 7.05655e+10
0.00316228 562.341 1.26388e-28 1.37497 0.180358 0.0249701 0.0402473 0.58476 9.56768e+10
0.00316228 749.894 1.09552e-28 1.39676 0.160987 0.022689 0.0423952 0.606546 1.29609e+11
0.00316228 1000 9.3797e-29 1.4175 0.142648 0.0204453 0.0444771 0.62729 1.75403e+11
0.00316228 1333.52 7.84459e-29 1.43705 0.125467 0.0182686 0.0464575 0.646844 2.3713e+11
0.00316228 1778.28 6.49273e-29 1.4553 0.109539 0.0161871 0.0483015 0.665091 3.20233e+11
0.00316228 2371.37 5.24788e-29 1.47216 0.0949278 0.0142248 0.0499769 0.681952 4.31985e+11
0.00316228 3162.28 4.06892e-29 1.4876 0.0816634 0.0124005 0.0514551 0.697386 5.82101e+11
0.00316228 4216.97 2.86919e-29 1.50161 0.0697441 0.0107272 0.0527118 0.711396 7.83555e+11
0.00316228 5623.41 1.48031e-29 1.51423 0.0591393 0.00921118 0.0537271 0.724017 1.05367e+12
0.00316228 7498.94 -5.55517e-30 1.52553 0.049794 0.00785329 0.0544842 0.735321 1.41558e+12
0.00316228 10000 -4.4119e-29 1.53562 0.0416301 0.00664933 0.0549688 0.745408 1.90019e+12
0.00316228 13335.2 -1.39635e-28 1.54476 0.0344019 0.00559253 0.055167 0.754552 2.54903e+12
0.00316228 17782.8 -4.6556e-28 1.55537 0.0257013 0.00468577 0.0550698 0.765163 3.42254e+12
0.00316228 23713.7 -9.27478e-28 1.57258 0.0103887 0.00391684 0.0547117 0.782372 4.61452e+12
0.00316228 31622.8 -1.02337e-27 1.58339 0.00203377 0.00288767 0.0543132 0.793184 6.19587e+12
0.00316228 42169.7 -1.35126e-27 1.58876 0.000407569 0.00108378 0.0541838 0.798547 8.29031e+12
0.00316228 56234.1 -2.17204e-27 1.59412 0.000104553 0.000234175 0.0508253 0.803908 1.10926e+13
0.00316228 74989.4 -3.54353e-27 1.61699 3.37331e-05 5.61093e-05 0.0283763 0.826784 1.50045e+13
0.00316228 100000 -4.67472e-27 1.63996 1.30815e-05 8.1299e-06 0.00552957 0.849747 2.0293e+13
0.00316228 133352 -4.67856e-27 1.64454 5.8583e-06 1.15675e-06 0.00096976 0.854328 2.71367e+13
0.00316228 177828 -5.06093e-27 1.64529 2.93534e-06 2.07939e-07 0.000226396 0.855076 3.62039e+13
0.00316228 237137 -5.20569e-27 1.64544 1.60585e-06 4.58085e-08 6.9016e-05 0.855235 4.82833e+13
0.00316228 316228 -3.13479e-27 1.64549 9.4141e-07 1.18265e-08 2.59177e-05 0.855279 6.43885e+13
0.00316228 421697 -2.01801e-27 1.6455 5.82965e-07 3.45987e-09 1.14094e-05 0.855294 8.58643e+13
0.00316228 562341 -1.83797e-27 1.64551 3.77105e-07 1.11962e-09 5.66764e-06 0.8553 1.14502e+14
0.00316228 749894 -1.59584e-27 1.64551 2.52603e-07 3.9381e-10 3.08753e-06 0.855303 1.52691e+14
0.00316228 1e+06 -1.62866e-27 1.64551 1.73994e-07 1.48619e-10 1.80566e-06 0.855304 2.03617e+14
0.00316228 1.33352e+06 -1.44915e-27 1.64551 1.22539e-07 5.95736e-11 1.11573e-06 0.855305 2.71528e+14
0.00316228 1.77828e+06 -1.06065e-27 1.64551 8.78209e-08 2.51551e-11 7.19711e-07 0.855305 3.62089e+14
0.00316228 2.37137e+06 -6.22799e-28 1.64551 6.37958e-08 1.11084e-11 4.8019e-07 0.855305 4.82854e+14
0.00316228 3.16228e+06 -3.99065e-28 1.64552 4.68186e-08 5.0964e-12 3.28971e-07 0.855306 6.43896e+14
0.00316228 4.21697e+06 -2.91268e-28 1.64552 3.46168e-08 2.41424e-12 2.30056e-07 0.855306 8.58649e+14
0.00316228 5.62341e+06 -2.63306e-28 1.64552 2.573e-08 1.17406e-12 1.63429e-07 0.855306 1.14503e+15
0.00316228 7.49894e+06 -2.97537e-28 1.64552 1.91927e-08 5.8302e-13 1.17455e-07 0.855306 1.52692e+15
0.00316228 1e+07 -3.0853e-28 1.64552 1.43498e-08 2.94243e-13 8.51112e-08 0.855306 2.03618e+15
0.00316228 1.33352e+07 -2.83196e-28 1.64552 1.07454e-08 1.50318e-13 6.20081e-08 0.855306 2.71529e+15
0.00316228 1.77828e+07 -2.3748e-28 1.64552 8.05557e-09 1e-13 4.53192e-08 0.855306 3.62089e+15
0.00316228 2.37137e+07 -2.16099e-28 1.64552 6.04534e-09 1e-13 3.31703e-08 0.855306 4.82854e+15
0.00316228 3.16228e+07 -2.18072e-28 1.64552 4.54199e-09 1e-13 2.4285e-08 0.855306 6.43896e+15
0.00316228 4.21697e+07 -2.33267e-28 1.64552 3.41714e-09 1e-13 1.7772e-08 0.855306 8.58649e+15
0.00316228 5.62341e+07 -2.56346e-28 1.64552 2.57486e-09 1e-13 1.29961e-08 0.855306 1.14503e+16
0.00316228 7.49894e+07 -2.85921e-28 1.64552 1.94333e-09 1e-13 9.4965e-09 0.855306 1.52692e+16
0.00316228 1e+08 -3.20855e-28 1.64552 1.4688e-09 1e-13 6.93529e-09 0.855306 2.03618e+16
0.00316228 1.33352e+08 -3.61537e-28 1.64552 1.11125e-09 1e-13 5.06313e-09 0.855306 2.71529e+16
0.00316228 1.77828e+08 -4.07838e-28 1.64552 8.40965e-10 1e-13 3.69578e-09 0.855306 3.62089e+16
0.00316228 2.37137e+08 -4.60776e-28 1.64552 6.36027e-10 1e-13 2.69737e-09 0.855306 4.82854e+16
0.00316228 3.16228e+08 -5.21494e-28 1.64552 4.80334e-10 1e-13 1.96818e-09 0.855306 6.43896e+16
0.00421697 10 5.09031e-28 1.03218 0.495143 0.0523899 0.0134124 0.241971 1.27723e+09
0.00421697 13.3352 4.93494e-28 1.04923 0.479122 0.0513669 0.0144291 0.259021 1.73135e+09
0.00421697 17.7828 4.76993e-28 1.06728 0.46223 0.050218 0.0155705 0.277069 2.34851e+09
0.00421697 23.7137 4.59417e-28 1.08631 0.444472 0.0489564 0.0168228 0.296098 3.18762e+09
0.00421697 31.6228 4.40854e-28 1.10629 0.425871 0.0475907 0.0181773 0.316077 4.32894e+09
0.00421697 42.1697 4.20894e-28 1.12717 0.406467 0.0461251 0.0196294 0.33696 5.8817e+09
0.00421697 56.2341 3.99901e-28 1.1489 0.386321 0.0445609 0.0211771 0.358686 7.99455e+09
0.00421697 74.9894 3.77767e-28 1.17138 0.365515 0.0428975 0.0228205 0.381175 1.08696e+10
0.00421697 100 3.54414e-28 1.19454 0.344152 0.0411333 0.0245604 0.404327 1.47813e+10
0.00421697 133.352 3.29744e-28 1.21823 0.322356 0.0392675 0.0263967 0.428019 2.01021e+10
0.00421697 177.828 3.03725e-28 1.24232 0.300269 0.0373009 0.0283272 0.452108 2.73367e+10
0.00421697 237.137 2.7688e-28 1.26664 0.278054 0.0352379 0.0303462 0.47643 3.71678e+10
0.00421697 316.228 2.49721e-28 1.29101 0.255885 0.0330871 0.0324432 0.500804 5.05178e+10
0.00421697 421.697 2.22984e-28 1.31524 0.233948 0.0308619 0.0346026 0.525031 6.86308e+10
0.00421697 562.341 1.96996e-28 1.33911 0.212435 0.0285814 0.0368028 0.548905 9.31819e+10
0.00421697 749.894 1.72127e-28 1.36243 0.191534 0.0262693 0.0390168 0.572217 1.26423e+11
0.00421697 1000 1.48534e-28 1.38497 0.171426 0.0239533 0.0412132 0.59476 1.71378e+11
0.00421697 1333.52 1.25276e-28 1.40655 0.152278 0.0216638 0.0433571 0.616344 2.32097e+11
0.00421697 1778.28 1.04409e-28 1.42701 0.134234 0.0194314 0.0454125 0.636797 3.14007e+11
0.00421697 2371.37 8.4753e-29 1.44619 0.117412 0.0172853 0.0473438 0.655979 4.24364e+11
0.00421697 3162.28 6.55839e-29 1.464 0.101898 0.0152511 0.0491177 0.673788 5.72867e+11
0.00421697 4216.97 4.54636e-29 1.48037 0.0877449 0.0133494 0.0507045 0.690158 7.72473e+11
0.00421697 5623.41 2.15002e-29 1.49528 0.0749699 0.0115948 0.0520784 0.705068 1.04048e+12
0.00421697 7498.94 -1.47374e-29 1.50875 0.0635601 0.00999565 0.053218 0.718536 1.40001e+12
0.00421697 10000 -8.57167e-29 1.52083 0.0534674 0.00855462 0.0541052 0.730624 1.88189e+12
0.00421697 13335.2 -2.7559e-28 1.53188 0.0443668 0.00727145 0.0547229 0.741673 2.52778e+12
0.00421697 17782.8 -9.54559e-28 1.5457 0.0324313 0.0061674 0.0550521 0.755488 3.40125e+12
0.00421697 23713.7 -1.76834e-27 1.56833 0.011597 0.00522532 0.0551345 0.778124 4.60206e+12
0.00421697 31622.8 -1.8399e-27 1.58046 0.00208642 0.00376769 0.0554345 0.79025 6.18439e+12
0.00421697 42169.7 -2.40978e-27 1.5863 0.000410158 0.00124726 0.0563102 0.796091 8.2775e+12
0.00421697 56234.1 -3.8713e-27 1.59167 0.000104766 0.000250824 0.0532369 0.801463 1.10756e+13
0.00421697 74989.4 -6.33239e-27 1.61609 3.37606e-05 5.81981e-05 0.0292734 0.825882 1.49961e+13
0.00421697 100000 -8.33643e-27 1.63992 1.30866e-05 8.20332e-06 0.00556991 0.849707 2.02925e+13
0.00421697 133352 -8.33086e-27 1.64454 5.85962e-06 1.1594e-06 0.000971293 0.854326 2.71367e+13
0.00421697 177828 -9.00629e-27 1.64529 2.93577e-06 2.08107e-07 0.000226501 0.855076 3.62039e+13
0.00421697 237137 -9.2626e-27 1.64544 1.60601e-06 4.58257e-08 6.90283e-05 0.855235 4.82833e+13
0.00421697 316228 -5.5784e-27 1.64549 9.41486e-07 1.18289e-08 2.59199e-05 0.855279 6.43885e+13
0.00421697 421697 -3.58922e-27 1.6455 5.83004e-07 3.46034e-09 1.14099e-05 0.855294 8.58643e+13
0.00421697 562341 -3.26884e-27 1.64551 3.77127e-07 1.11972e-09 5.66782e-06 0.8553 1.14502e+14
0.00421697 749894 -2.83813e-27 1.64551 2.52617e-07 3.9384e-10 3.08759e-06 0.855303 1.52691e+14
0.00421697 1e+06 -2.89629e-27 1.64551 1.74003e-07 1.48628e-10 1.80569e-06 0.855304 2.03617e+14
0.00421697 1.33352e+06 -2.57702e-27 1.64551 1.22544e-07 5.95767e-11 1.11575e-06 0.855305 2.71528e+14
0.00421697 1.77828e+06 -1.88635e-27 1.64551 8.78251e-08 2.51563e-11 7.1972e-07 0.855305 3.62089e+14
0.00421697 2.37137e+06 -1.10802e-27 1.64551 6.3799e-08 1.11089e-11 4.80195e-07 0.855305 4.82854e+14
0.00421697 3.16228e+06 -7.10393e-28 1.64552 4.6821e-08 5.09662e-12 3.28974e-07 0.855306 6.43896e+14
0.00421697 4.21697e+06 -5.23963e-28 1.64552 3.46187e-08 2.41434e-12 2.30058e-07 0.855306 8.58649e+14
0.00421697 5.62341e+06 -5.06036e-28 1.64552 2.57314e-08 1.17411e-12 1.6343e-07 0.855306 1.14503e+15
0.00421697 7.49894e+06 -5.30014e-28 1.64552 1.91939e-08 5.83046e-13 1.17456e-07 0.855306 1.52692e+15
0.00421697 1e+07 -5.50715e-28 1.64552 1.43507e-08 2.94257e-13 8.5112e-08 0.855306 2.03618e+15
0.00421697 1.33352e+07 -5.03479e-28 1.64552 1.07462e-08 1.50326e-13 6.20087e-08 0.855306 2.71529e+15
0.00421697 1.77828e+07 -4.22156e-28 1.64552 8.05623e-09 1e-13 4.53197e-08 0.855306 3.62089e+15
0.00421697 2.37137e+07 -3.84057e-28 1.64552 6.04589e-09 1e-13 3.31707e-08 0.855306 4.82854e+15
0.00421697 3.16228e+07 -3.87489e-28 1.64552 4.54244e-09 1e-13 2.42852e-08 0.855306 6.43896e+15
0.00421697 4.21697e+07 -4.14408e-28 1.64552 3.41753e-09 1e-13 1.77722e-08 0.855306 8.58649e+15
0.00421697 5.62341e+07 -4.55314e-28 1.64552 2.57519e-09 1e-13 1.29963e-08 0.855306 1.14503e+16
0.00421697 7.49894e+07 -5.07726e-28 1.64552 1.94361e-09 1e-13 9.49663e-09 0.855306 1.52692e+16
0.00421697 1e+08 -5.69609e-28 1.64552 1.46905e-09 1e-13 6.93539e-09 0.855306 2.03618e+16
0.00421697 1.33352e+08 -6.41632e-28 1.64552 1.11146e-09 1e-13 5.06322e-09 0.855306 2.71529e+16
0.00421697 1.77828e+08 -7.2354e-28 1.64552 8.41147e-10 1e-13 3.69585e-09 0.855306 3.62089e+16
0.00421697 2.37137e+08 -8.17115e-28 1.64552 6.36186e-10 1e-13 2.69742e-09 0.855306 4.82854e+16
0.00421697 3.16228e+08 -9.2432e-28 1.64552 4.80472e-10 1e-13 1.96822e-09 0.855306 6.43896e+16
0.00562341 10 7.19591e-28 1.00496 0.520635 0.0541072 0.011704 0.214753 1.24355e+09
0.00562341 13.3352 7.00411e-28 1.02057 0.505931 0.053205 0.0126017 0.230364 1.68406e+09
0.00562341 17.7828 6.79897e-28 1.03718 0.490344 0.0521881 0.013613 0.246972 2.28228e+09
0.00562341 23.7137 6.57878e-28 1.05479 0.473863 0.0510675 0.0147268 0.264581 3.09514e+09
0.00562341 31.6228 6.34252e-28 1.07339 0.456488 0.0498496 0.0159366 0.283182 4.20022e+09
0.00562341 42.1697 6.0896e-28 1.09297 0.438235 0.0485368 0.0172394 0.302758 5.70323e+09
0.00562341 56.2341 5.81885e-28 1.11349 0.419137 0.0471289 0.0186355 0.323276 7.74815e+09
0.00562341 74.9894 5.52996e-28 1.1349 0.399247 0.0456229 0.0201269 0.344687 1.0531e+10
0.00562341 100 5.22108e-28 1.15713 0.378635 0.0440151 0.021717 0.366924 1.43185e+10
0.00562341 133.352 4.8893e-28 1.18011 0.357393 0.0423016 0.023409 0.3899 1.94731e+10
0.00562341 177.828 4.53344e-28 1.20372 0.335635 0.0404797 0.0252047 0.413507 2.64873e+10
0.00562341 237.137 4.16082e-28 1.22782 0.313492 0.0385493 0.0271032 0.437612 3.60287e+10
0.00562341 316.228 3.77852e-28 1.25227 0.291117 0.0365136 0.0290996 0.462062 4.90018e+10
0.00562341 421.697 3.39836e-28 1.27689 0.268678 0.0343807 0.0311846 0.486682 6.66297e+10
0.00562341 562.341 3.02483e-28 1.30149 0.246357 0.0321637 0.0333429 0.511278 9.05636e+10
0.00562341 749.894 2.66341e-28 1.32585 0.224346 0.029881 0.0355536 0.535644 1.23029e+11
0.00562341 1000 2.31608e-28 1.34977 0.202838 0.0275563 0.0377905 0.559565 1.67022e+11
0.00562341 1333.52 1.97015e-28 1.37303 0.182025 0.0252169 0.0400225 0.582825 2.26566e+11
0.00562341 1778.28 1.65367e-28 1.39543 0.162087 0.0228932 0.0422152 0.605217 3.07058e+11
0.00562341 2371.37 1.34906e-28 1.41676 0.143189 0.020616 0.0443328 0.626552 4.15729e+11
0.00562341 3162.28 1.04282e-28 1.43688 0.12547 0.018415 0.0463396 0.646666 5.62254e+11
0.00562341 4216.97 7.09219e-29 1.45564 0.109039 0.0163167 0.0482017 0.665431 7.5957e+11
0.00562341 5623.41 2.99484e-29 1.47297 0.0939742 0.014343 0.0498886 0.682757 1.02496e+12
0.00562341 7498.94 -3.39327e-29 1.48881 0.080315 0.0125103 0.0513733 0.698597 1.3815e+12
0.00562341 10000 -1.64019e-28 1.50317 0.0680582 0.010829 0.0526327 0.712957 1.86003e+12
0.00562341 13335.2 -5.43407e-28 1.5165 0.056758 0.00930826 0.053644 0.726287 2.50239e+12
0.00562341 17782.8 -1.95372e-27 1.53472 0.0404219 0.00800326 0.0543638 0.744514 3.3771e+12
0.00562341 23713.7 -3.33515e-27 1.5642 0.0127123 0.0068785 0.0548503 0.773986 4.58992e+12
0.00562341 31622.8 -3.29811e-27 1.57778 0.00212792 0.00481445 0.0559807 0.787568 6.1739e+12
0.00562341 42169.7 -4.29408e-27 1.5843 0.000412131 0.00139801 0.0580091 0.794089 8.26705e+12
0.00562341 56234.1 -6.89494e-27 1.58967 0.000104927 0.000264623 0.0552105 0.799461 1.10617e+13
0.00562341 74989.4 -1.13035e-26 1.61538 3.37812e-05 5.98585e-05 0.0299856 0.825167 1.49895e+13
0.00562341 100000 -1.48564e-26 1.63989 1.30905e-05 8.25913e-06 0.00560056 0.849676 2.02921e+13
0.00562341 133352 -1.48294e-26 1.64453 5.86062e-06 1.16138e-06 0.000972445 0.854325 2.71367e+13
0.00562341 177828 -1.60249e-26 1.64529 2.93609e-06 2.08233e-07 0.000226579 0.855076 3.62039e+13
0.00562341 237137 -1.64783e-26 1.64544 1.60614e-06 4.58385e-08 6.90375e-05 0.855235 4.82833e+13
0.00562341 316228 -9.92439e-27 1.64549 9.41543e-07 1.18308e-08 2.59216e-05 0.855279 6.43885e+13
0.00562341 421697 -6.3833e-27 1.6455 5.83033e-07 3.46069e-09 1.14103e-05 0.855294 8.58643e+13
0.00562341 562341 -5.81366e-27 1.64551 3.77143e-07 1.1198e-09 5.66795e-06 0.8553 1.14502e+14
0.00562341 749894 -5.04726e-27 1.64551 2.52627e-07 3.93862e-10 3.08764e-06 0.855303 1.52691e+14
0.00562341 1e+06 -5.15129e-27 1.64551 1.7401e-07 1.48635e-10 1.80571e-06 0.855304 2.03617e+14
0.00562341 1.33352e+06 -4.58283e-27 1.64551 1.22549e-07 5.95791e-11 1.11576e-06 0.855305 2.71528e+14
0.00562341 1.77828e+06 -3.35469e-27 1.64551 8.78282e-08 2.51572e-11 7.19726e-07 0.855305 3.62089e+14
0.00562341 2.37137e+06 -1.97075e-27 1.64551 6.38013e-08 1.11093e-11 4.80198e-07 0.855305 4.82854e+14
0.00562341 3.16228e+06 -1.26387e-27 1.64552 4.68228e-08 5.09679e-12 3.28976e-07 0.855306 6.43896e+14
